t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,t_rel,steer_input,direction,rep,ay_target,swa_calib_deg
428.45615199021995,1781612081.4006126,2.01216983795166,-0.0009511119569651783,9.811606407165527,-3.1823924473428633e-06,2.5095794626395218e-05,5.8915109548252076e-05,0.0,0.42,0.0,left,1,2.0,7.092
428.46615198999643,1781612081.4111125,2.0149776935577393,-0.00030172773404046893,9.811588287353516,-8.638345207145903e-06,2.499741458450444e-05,6.369748734869063e-05,0.0,0.43,0.0,left,1,2.0,7.092
428.4761519897729,1781612081.4215183,2.00360369682312,0.006706231273710728,9.811568260192871,1.086439260689076e-05,2.4887789550120942e-05,4.8929843615042046e-05,0.0,0.44,0.0,left,1,2.0,7.092
428.4861519895494,1781612081.4310257,2.0068840980529785,-0.0011099078692495823,9.811573028564453,3.024106035809382e-06,2.498826688679401e-05,5.374297688831575e-05,0.0,0.45,0.0,left,1,2.0,7.092
428.4961519893259,1781612081.442078,2.005105495452881,-0.0010768328793346882,9.811537742614746,-3.861993718601298e-06,2.5116409233305603e-05,5.855539347976446e-05,0.0,0.46,0.0,left,1,2.0,7.092
428.50615198910236,1781612081.453199,2.0078279972076416,-0.00021496124099940062,9.811624526977539,-9.074028639588505e-06,2.511413003958296e-05,6.334943464025855e-05,0.0,0.47000000000000003,0.0,left,1,2.0,7.092
428.51615198887885,1781612081.463564,1.9965944290161133,0.006563551723957062,9.811577796936035,9.70965174929006e-06,2.514463812985923e-05,4.862958667217754e-05,0.0,0.48,0.0,left,1,2.0,7.092
428.52615198865533,1781612081.473063,1.9997698068618774,-0.0010592159815132618,9.81156063079834,2.004828502322198e-06,2.5130875656032003e-05,5.346633406588808e-05,0.0,0.49,0.0,left,1,2.0,7.092
428.5361519884318,1781612081.4845812,1.9975714683532715,-0.000248548953095451,9.811600685119629,-4.9381669668946415e-06,2.5147606720565818e-05,5.823418541694991e-05,0.0,0.5,0.0,left,1,2.0,7.092
428.5461519882083,1781612081.494077,2.0014595985412598,0.013437182642519474,9.811634063720703,6.781193224014714e-05,2.5220690076821484e-05,9.492221579421312e-05,1.3508000000000013,0.51,0.013508000000000013,left,1,2.0,7.092
